SASKAITOS_METAI;KREDITORIUS;KREDITORIAUS_NR;SUTARTIES_NR;SASKAITOS_DATA;SASKAITOS_NR;DK_DATA;TERMS_DATE;TREMINAS;VALIUTA;INVOICE_TYPE_LOOKUP_CODE;FIN_SALTINIS;PRIEMONE;SAMATA;EKON_KLAS;ASIGNAV_VALDYTOJAS;ASIGN_VALD_APRASAS;EILUTES_SUMA;APMOKETA_SUMA;SKOLOS_SUMA;SKOLOS_SUMA_ES;DEPARTAMENTAS;
"2015";"Fabeta, UAB";"121452287";"";"29-MAY-15";"FAB 00009196";"30-NOV-15";"29-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"16010101";"1000003";"2.2.1.1.1.20.2.";"188710061";"Vilniaus miesto savivaldybės administracija";"4.78";"0";"4.78";"";"Administracija EUR";
"2015";"Fabeta, UAB";"121452287";"";"29-MAY-15";"FAB 00009196/1";"30-NOV-15";"29-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"16010101";"1000003";"2.2.1.1.1.20.3.";"188710061";"Vilniaus miesto savivaldybės administracija";".36";"0";".36";"";"Administracija EUR";
"2015";"Fabeta, UAB";"121452287";"";"29-MAY-15";"FAB 00009196/2";"30-NOV-15";"29-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"16010101";"1000003";"2.2.1.1.1.20.4.";"188710061";"Vilniaus miesto savivaldybės administracija";".1";"0";".1";"";"Administracija EUR";
"2015";"Fabeta, UAB";"121452287";"";"29-MAY-15";"FAB 00009196/3";"30-NOV-15";"29-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"16010101";"1000003";"2.2.1.1.1.30.K.";"188710061";"Vilniaus miesto savivaldybės administracija";"1.29";"0";"1.29";"";"Administracija EUR";
"2015";"Fabeta, UAB";"121452287";"";"29-MAY-15";"FAB 00009196/4";"30-NOV-15";"29-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"16010101";"1000003";"2.2.1.1.1.30.V.";"188710061";"Vilniaus miesto savivaldybės administracija";"6.05";"0";"6.05";"";"Administracija EUR";
"2015";"Grinda, UAB";"120153047";"A72-2191(3.1.36-UK)";"29-MAY-15";"GAO 0017026";"29-MAY-15";"29-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"14010143";"3000647";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"9267.49";"0";"9267.49";"";"Administracija EUR";
"2015";"Grinda, UAB";"120153047";"A72-2192(3.1.36-UK)";"29-MAY-15";"GAO 0017028";"29-MAY-15";"29-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"14010109";"3000690";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"84012.96";"0";"84012.96";"";"Administracija EUR";
"2015";"Grinda, UAB";"120153047";"A72-2189(3.1.36-UK)";"29-MAY-15";"GAO 0017029";"29-MAY-15";"29-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"14010124";"3000820";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"28044.81";"0";"28044.81";"";"Administracija EUR";
"2015";"Grinda, UAB";"120153047";"A72-2189(3.1.36-UK)";"29-MAY-15";"GAO 0017032";"29-MAY-15";"29-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"14010102";"3000630";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"23493.26";"0";"23493.26";"";"Administracija EUR";
"2015";"Grinda, UAB";"120153047";"A72-2189(3.1.36-UK)";"29-MAY-15";"GAO 0017078";"29-MAY-15";"29-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"14010143";"3000647";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"81399.7";"0";"81399.7";"";"Administracija EUR";
"2015";"Grinda, UAB";"120153047";"A72-2189(3.1.36-UK)";"29-MAY-15";"GAO 0017079";"29-MAY-15";"29-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"14010143";"3000647";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"2769.27";"0";"2769.27";"";"Administracija EUR";
"2015";"Grinda, UAB";"120153047";"A72-2189(3.1.36-UK)";"29-MAY-15";"GAO 0017080";"29-MAY-15";"29-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"14010143";"3000647";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"3412.61";"0";"3412.61";"";"Administracija EUR";
"2015";"Grinda, UAB";"120153047";"A72-563/15(3.1.36-AD4)";"29-MAY-15";"GAO 0017081/";"01-NOV-15";"29-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"14010114";"2000009";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"26190.97";"0";"26190.97";"";"Administracija EUR";
"2015";"Grinda, UAB";"120153047";"A72-2183(3.1.36-UK)";"29-MAY-15";"GAO 0017083";"29-MAY-15";"29-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"14010102";"3000630";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"181239.21";"0";"181239.21";"";"Administracija EUR";
"2015";"Grinda, UAB";"120153047";"A72-2183(3.1.36-UK)";"29-MAY-15";"GAO 0017085";"29-MAY-15";"29-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"14010102";"3000630";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"202924.2";"0";"202924.2";"";"Administracija EUR";
"2015";"Grinda, UAB";"120153047";"A72-2189(3.1.36-UK)";"29-MAY-15";"GAO 0017087";"29-MAY-15";"29-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"14010143";"3000647";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"126398.72";"0";"126398.72";"";"Administracija EUR";
"2015";"Grinda, UAB";"120153047";"A72-2189(3.1.36-UK)";"29-MAY-15";"GAO 0017088";"29-MAY-15";"29-MAY-15";"90 dienų";"EUR";"STANDARD";"07";"11010115";"3000460";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"3878.78";"1234.13";"2644.65";"";"Administracija EUR";
"2015";"Grinda, UAB";"120153047";"A72-2191(3.1.36-UK)";"29-MAY-15";"GAO 0017089";"29-MAY-15";"29-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"14010143";"3000647";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"43103.48";"0";"43103.48";"";"Administracija EUR";
"2015";"Grinda, UAB";"120153047";"A72-2183(3.1.36-UK)";"29-MAY-15";"GAO 0017162";"29-MAY-15";"29-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"14010102";"3000630";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"217737.85";"0";"217737.85";"";"Administracija EUR";
"2015";"Grinda, UAB";"120153047";"A72-2183(3.1.36-UK)";"29-MAY-15";"GAO 0017164";"29-MAY-15";"29-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"14010102";"3000630";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"96036.26";"0";"96036.26";"";"Administracija EUR";
"2015";"Gatvių statyba, UAB";"122570826";"A62-11/14(3.10.21-UK)";"29-MAY-15";"GAT 002966";"29-MAY-15";"29-MAY-15";"60 dienų";"EUR";"STANDARD";"01";"14010143";"3000647";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"36268.79";"0";"36268.79";"";"Administracija EUR";
"2015";"Vilniaus gatvių apšvietimo elektros tinklai, UAB";"120125820";"A72-2206(3.1.36-UK)";"29-MAY-15";"GAT 05545";"29-MAY-15";"29-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"14010112";"3000720";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"145232.71";"100141.85";"45090.86";"";"Administracija EUR";
"2015";"Vilniaus gatvių apšvietimo elektros tinklai, UAB";"120125820";"A72-1311/15(3.1.36-TD2)";"29-MAY-15";"GAT 05545/1";"13-NOV-15";"29-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"14010112";"3000720";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"100141.85";"0";"100141.85";"";"Administracija EUR";
"2015";"Vilniaus gatvių apšvietimo elektros tinklai, UAB";"120125820";"A72-2206(3.1.36-UK)";"29-MAY-15";"GAT 05546 E";"29-MAY-15";"29-MAY-15";"15 dienų";"EUR";"STANDARD";"01";"14010112";"3000720";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"170715.29";"0";"170715.29";"";"Administracija EUR";
"2015";"Irdaiva, UAB";"300122690";"A64-95(3.10.22-UK)";"29-MAY-15";"IRD 1500558";"29-MAY-15";"29-MAY-15";"60 dienų";"EUR";"STANDARD";"01";"14010106";"3000670";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"82090.51";"65671.48";"16419.03";"";"Administracija EUR";
"2015";"Stebulė, UAB";"122211549";"A50-26422/15";"29-MAY-15";"IRD 1500558 Perleidimas";"28-JUL-15";"29-MAY-15";"60 dienų";"EUR";"STANDARD";"01";"14010106";"3000670";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"38162.39";"0";"38162.39";"";"Administracija EUR";
"2015";"Aketonas, UAB";"300534733";"A50-26452/15";"29-MAY-15";"IRD 1500558 Perleidimas1";"28-JUL-15";"29-MAY-15";"60 dienų";"EUR";"STANDARD";"01";"14010106";"3000670";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"27509.09";"0";"27509.09";"";"Administracija EUR";
"2015";"Valstybinė mokesčių inspekcija prie LRFM";"188659752";"";"29-MAY-15";"KP-MOK-5000060-17101";"29-MAY-15";"29-MAY-15";"Nedelsiant";"EUR";"CREDIT";"01";"11020101";"5000060";"2.2.1.1.1.30.Z.";"000000000";"Nedetalizuojama";"-20.49";"0";"-20.49";"";"Pavilnių ir Verkių regioninių parkų direkcija EUR";
"2015";"Valstybinė mokesčių inspekcija prie LRFM";"188659752";"";"29-MAY-15";"KP-MOK-5000060-17101";"29-MAY-15";"29-MAY-15";"Nedelsiant";"EUR";"CREDIT";"01";"11020101";"5000060";"2.1.1.1.1.1.";"000000000";"Nedetalizuojama";"-1012.56";"0";"-1012.56";"";"Pavilnių ir Verkių regioninių parkų direkcija EUR";
"2015";"Valstybinė mokesčių inspekcija prie LRFM";"188659752";"";"29-MAY-15";"KP-MOK-8000152-17102";"29-MAY-15";"29-MAY-15";"Nedelsiant";"EUR";"CREDIT";"0273";"02050601";"8000152";"2.2.1.1.1.30.K.";"000000000";"Nedetalizuojama";"-97.59";"0";"-97.59";"";"Pavilnių ir Verkių regioninių parkų direkcija EUR";
"2015";"Vilniaus vystymo kompanija, UAB (Vilniaus kapitalinė statyba)";"120750163";"188-Ū";"29-MAY-15";"KSM1918/";"01-NOV-15";"29-MAY-15";"20 dienų";"EUR";"STANDARD";"01";"11010133";"2000080";"2.2.1.1.1.30.K.";"188751791";"Miesto ūkio ir transporto departamentas";"14563.43";"0";"14563.43";"";"Administracija EUR";
"2015";"Labradoras";"120102832";"58/08";"29-MAY-15";"LABR LA 040";"29-MAY-15";"29-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"14010106";"3000670";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"2723.88";"0";"2723.88";"";"Administracija EUR";
"2015";"Fizinis asmuo";"0";"";"29-MAY-15";"NEMP 20318";"29-MAY-15";"29-MAY-15";"30 dienų";"EUR";"STANDARD";"20";"02020501";"6000560";"2.2.1.1.1.2.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"9.24";"0";"9.24";"";"BĮ Vilniaus miesto vaikų ir jaunimo pensionas EUR";
"2015";"Ramunėlės vaistinė, UAB";"181528234";"";"29-MAY-15";"RAV 0000979";"29-MAY-15";"29-MAY-15";"30 dienų";"EUR";"STANDARD";"20";"02020501";"6000560";"2.2.1.1.1.2.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"4.66";"0";"4.66";"";"BĮ Vilniaus miesto vaikų ir jaunimo pensionas EUR";
"2015";"Registrų centras, VĮ";"124110246";"A72-1909/14(3.1.36-AD4)";"29-MAY-15";"RC 2782272";"12-JUN-15";"29-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";".29";"0";".29";"";"Administracija EUR";
"2015";"DPA Lietuva, UAB (DPA programinė įranga)";"300110318";"A64-39/15(3.1.36-AD4)";"29-MAY-15";"SF 00002144";"29-MAY-15";"29-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"07010201";"1500001";"2.2.1.1.1.30.U.";"15000";"E. MIESTO DEPARTAMENTAS";"13552";"0";"13552";"";"Administracija EUR";
"2015";"Susisiekimo paslaugos, SĮ";"124644360";"";"29-MAY-15";"SPO 0000467";"29-MAY-15";"29-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"14010108";"3000680";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"10926.69";"0";"10926.69";"";"Administracija EUR";
"2015";"Susisiekimo paslaugos, SĮ";"124644360";"";"29-MAY-15";"SPO 0000468";"29-MAY-15";"29-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"15010203001";"3000893";"2.8.1.1.1.2.";"188751791";"Miesto ūkio ir transporto departamentas";"59768.59";"0";"59768.59";"";"Administracija EUR";
"2015";"Susisiekimo paslaugos, SĮ";"124644360";"185/186";"29-MAY-15";"SPO 0000469";"29-MAY-15";"29-MAY-15";"20 dienų";"EUR";"STANDARD";"01";"02040201";"3000050";"2.7.2.1.1.1.E.";"188751791";"Miesto ūkio ir transporto departamentas";"1910457.41";"0";"1910457.41";"";"Administracija EUR";
"2015";"Stebulė, UAB";"122211549";"A64-17/14(3.10.22-UK)";"29-MAY-15";"STE 0008457";"29-MAY-15";"29-MAY-15";"60 dienų";"EUR";"STANDARD";"01";"14010102";"3000630";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"30018.89";"11023.86";"18995.03";"";"Administracija EUR";
"2015";"Tiltuva, UAB";"120144379";"A72-869/15(3.1.36-AD4)";"29-MAY-15";"TIL 3395";"29-MAY-15";"29-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"14010143";"3000647";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"10629.05";"0";"10629.05";"";"Administracija EUR";
"2015";"Tiltuva, UAB";"120144379";"A72-869/15(3.1.36-AD4)";"29-MAY-15";"TIL 3397";"29-MAY-15";"29-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"14010104";"3000650";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"48561.09";"0";"48561.09";"";"Administracija EUR";
"2015";"Vilniaus miesto parkai";"302705154";"A72-2230(3.1.36-UK)";"29-MAY-15";"VMP15 0000118";"30-JUN-15";"29-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"14010102";"3000630";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"20629.86";"0";"20629.86";"";"Administracija EUR";
"2015";"Vilniaus zunda, UAB";"120126018";"A64-37 (3.10.22-UK)";"29-MAY-15";"ŽAB 002951";"29-MAY-15";"29-MAY-15";"60 dienų";"EUR";"STANDARD";"01";"14010109";"3000690";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"7002.11";"0";"7002.11";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00027995";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"2.84";"0";"2.84";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028001";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"5.14";"0";"5.14";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028030";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"3.68";"0";"3.68";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028038";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"5.89";"0";"5.89";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028051";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"5.84";"0";"5.84";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028057";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"2.05";"0";"2.05";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028073";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"2.48";"0";"2.48";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028075";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"1.64";"0";"1.64";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028082";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"1.41";"0";"1.41";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028129";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"4.82";"0";"4.82";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028136";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"2.44";"0";"2.44";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028175";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"10.09";"0";"10.09";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028179";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"5.93";"0";"5.93";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028182";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"5.12";"0";"5.12";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028269";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"8.31";"0";"8.31";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028277";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"1.87";"0";"1.87";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028283";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"9.19";"0";"9.19";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028370";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"30.3";"0";"30.3";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028392";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"6.62";"0";"6.62";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028394";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"5.27";"0";"5.27";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028396";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"6.71";"0";"6.71";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028400";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"8.01";"0";"8.01";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028424";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"25.06";"0";"25.06";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028452";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"9.76";"0";"9.76";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028478";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"5.24";"0";"5.24";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028482";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"3.68";"0";"3.68";"";"Administracija EUR";
"2015";"Senamiesčio ūkis, UAB";"121452134";"30-2398";"31-MAY-15";"A00028542";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"3.27";"0";"3.27";"";"Administracija EUR";
"2015";"ASVIS, UAB";"300582112";"";"31-MAY-15";"ASV000521";"30-JUN-15";"31-MAY-15";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"13.12";"0";"13.12";"";"Administracija EUR";
"2015";"CSC Telecom, UAB";"111818067";"A64-122/14(3.10.22-AD4)";"31-MAY-15";"CSC 15051135";"30-NOV-15";"31-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"16010101";"1000001";"2.2.1.1.1.5.";"188710061";"Vilniaus miesto savivaldybės administracija";"864.88";"0";"864.88";"";"Administracija EUR";
"2015";"CSC Telecom, UAB";"111818067";"A64-122/14(3.10.22-AD4)";"31-MAY-15";"CSC 15051135/10";"30-NOV-15";"31-MAY-15";"90 dienų";"EUR";"STANDARD";"2M08";"16020109";"1000028";"2.2.1.1.1.5.";"188710061";"Vilniaus miesto savivaldybės administracija";"10.5";"0";"10.5";"";"Administracija EUR";
"2015";"CSC Telecom, UAB";"111818067";"A64-122/14(3.10.22-AD4)";"31-MAY-15";"CSC 15051135/11";"30-NOV-15";"31-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"16020101";"1000029";"2.2.1.1.1.5.";"188710061";"Vilniaus miesto savivaldybės administracija";"1.85";"0";"1.85";"";"Administracija EUR";
"2015";"CSC Telecom, UAB";"111818067";"A64-122/14(3.10.22-AD4)";"31-MAY-15";"CSC 15051135/21";"30-NOV-15";"31-MAY-15";"90 dienų";"EUR";"STANDARD";"01";"16010105";"1000042";"2.2.1.1.1.5.";"188710061";"Vilniaus miesto savivaldybės administracija";"112.24";"0";"112.24";"";"Administracija EUR";
"2015";"Fabeta, UAB";"121452287";"20-249(17)PP";"31-MAY-15";"FAB000009245";"31-AUG-15";"31-MAY-15";"20 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"4.42";"0";"4.42";"";"Administracija EUR";
